gene_id,SRR6825925,SRR6825926,SRR6825928,SRR6825930,SRR6825932,SRR6825933,SRR6825934,SRR6825935,SRR6825938,SRR6825939,SRR6825940,SRR6825941
gene-LOC121923254,18,130,152,66,46,67,174,95,113,80,89,45
gene-DIRAS1,51,172,155,73,221,155,293,160,127,213,157,173
gene-DIRAS2,0,0,0,0,0,0,0,0,0,0,0,8
gene-DIRAS3,0,0,0,0,0,0,0,8,0,0,0,0
gene-LOC121923250,0,0,0,0,0,0,0,0,0,0,0,0
gene-CENPQ,52,41,17,13,22,57,18,28,47,27,62,37
gene-CENPS,776,183,163,88,244,155,2976,82,206,888,180,125
gene-CENPT,34,18,27,42,17,40,20,14,17,34,23,26
gene-CENPU,8,21,8,6,0,11,22,15,44,4,6,10
gene-CENPV,657,682,622,62,280,549,1346,940,807,808,801,381
gene-CENPW,0,4,17,19,0,26,14,152,8,15,12,86
gene-CENPX,62,22,17,26,6,17,31,83,32,11,25,21
gene-CENPA,0,15,8,5,7,0,0,10,11,0,0,7
gene-CENPC,34,24,33,23,17,34,44,55,20,37,13,23
gene-CENPE,24,33,97,67,50,22,93,25,67,61,456,87
gene-CENPF,15,14,64,22,23,38,0,25,23,11,51,11
gene-CENPH,181,400,297,286,183,253,229,622,375,202,253,211
gene-CENPI,0,16,40,26,15,31,11,21,69,41,29,14
gene-CENPJ,67,50,48,83,82,65,78,162,162,79,56,75
gene-CENPK,122,276,77,278,105,117,195,416,146,128,93,479
gene-CENPL,4,0,6,0,2,4,4,19,0,0,0,0
gene-CENPM,176,452,237,578,239,246,450,672,167,393,134,180
gene-CENPN,0,25,35,11,14,17,11,38,17,56,15,19
gene-CENPO,171,129,121,247,131,99,128,311,253,153,98,138
gene-PCDH20,0,0,0,0,0,9,0,8,45,0,8,0
gene-PPARGC1A,51,73,216,904,268,482,445,161,97,467,661,530
gene-PPARGC1B,675,1084,1598,3160,1666,885,4170,4903,747,1950,1600,1632
gene-LOC121924707,112,26,108,7,71,66,34,34,23,285,96,105
gene-LOC121924706,372,535,334,519,248,282,554,686,518,315,337,256
gene-LOC121924702,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924701,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924700,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRAPPC10,1131,1676,1095,3922,1773,765,1638,5491,1190,1279,1290,2566
gene-TRAPPC11,589,780,739,936,858,673,1012,1846,472,958,778,872
gene-TRAPPC12,283,430,384,754,350,440,198,761,232,359,261,468
gene-TRAPPC13,460,751,673,848,580,663,893,1622,600,669,426,600
gene-TRAPPC14,196,120,168,102,259,213,406,164,354,188,383,276
gene-LOC121915535,0,0,0,0,0,0,2,0,0,0,0,0
gene-LOC121915538,3298,3973,2122,3426,2059,2444,4242,5893,4627,2183,3661,1794
gene-LOC121915539,4,0,14,0,0,0,0,3,10,0,13,4
gene-CLDN25,0,0,0,0,0,4,4,0,4,0,5,2
gene-CLDN23,4,0,4,0,4,0,9,18,0,0,7,4
gene-CLDN20,10,4,40,59,23,100,53,31,9,46,92,43
gene-LOC121924321,39,22,158,70,196,105,24,292,52,213,199,149
gene-LOC121920934,8,34,4,4,0,0,23,7,11,0,0,0
gene-LOC121920937,0,30,37,6,6,0,3,19,17,21,0,3
gene-LOC121920931,49,0,27,0,33,29,9,51,314,42,103,28
gene-LOC121920932,173,151,172,20,137,262,283,129,63,214,43,37
gene-LOC121920933,0,7,4,4,6,8,0,17,4,14,3,3
gene-LOC121920938,169,163,307,278,186,306,254,383,187,264,293,154
gene-LOC121920939,95,123,69,33,130,201,168,152,88,113,60,79
gene-LKAAEAR1,0,0,0,0,0,0,0,0,0,0,0,0
gene-SCPEP1,499,818,1258,759,708,758,1749,2482,602,664,847,828
gene-TMEM45B,6,17,0,0,4,4,0,0,25,0,0,25
gene-SART1,2630,3118,3806,3548,3217,3791,4500,5951,3846,3095,3420,3728
gene-SART3,989,1732,1683,2477,1479,1645,2610,3046,1405,1308,1296,1434
gene-NOTCH1,365,552,1929,1701,1101,1253,730,1596,474,1064,1125,1458
gene-NOTCH3,2029,2852,3404,3127,3199,4427,1659,7802,1533,2543,4016,3243
gene-NOTCH4,293,121,151,306,164,175,272,677,237,151,219,145
gene-LOC121916943,1506,1176,1086,289,1311,942,2345,1644,2552,920,1703,945
gene-LOC121921078,364,578,822,1122,748,920,788,885,342,1014,563,628
gene-KLHDC8A,0,0,0,0,0,0,0,0,0,16,10,3
gene-KLHDC8B,8,11,6,0,10,0,10,19,0,10,8,0
gene-LBHD2,59,110,225,2432,183,451,189,819,80,241,74,152
gene-MICOS10,1599,1370,1137,970,1193,1454,2148,2658,1667,1319,1111,1194
gene-MICOS13,921,852,643,603,716,636,1288,544,1694,797,1008,483
gene-BARHL1,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918808,9,14,13,11,12,21,25,15,9,20,13,3
gene-DRD3,0,0,0,4,0,3,0,14,3,0,0,0
gene-DRD2,0,0,0,0,0,0,0,0,0,0,0,0
gene-DRD1,0,0,0,0,0,0,0,0,0,0,0,0
gene-DRD4,0,5,0,0,0,0,0,4,0,0,0,0
gene-DEPDC7,119,180,281,35,190,331,457,573,289,244,226,160
gene-DEPDC1,0,4,6,0,0,0,8,4,4,4,0,0
gene-LOC121926831,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121926839,475,3998,8349,1583,8082,8098,12920,4759,8194,2510,5159,4798
gene-JAM3,96,165,165,827,275,300,278,1006,108,284,115,245
gene-JAM2,561,1078,928,914,747,672,889,1993,927,822,948,983
gene-ASPHD1,0,0,4,0,0,0,0,0,0,0,0,0
gene-NEIL2,0,0,6,0,20,6,0,4,0,21,0,4
gene-NEIL3,89,125,34,36,31,23,67,11,29,54,15,12
gene-NEIL1,253,386,510,286,394,389,502,460,539,511,333,107
gene-CGN,1678,2686,6695,3893,4632,6380,5561,5166,2453,5613,10638,4910
gene-PHGDH,53824,68478,64128,122858,68776,90999,39852,144669,21967,78735,45886,72988
gene-CARD9,18,17,133,19,12,15,11,58,98,22,125,18
gene-LOC121927163,29,24,45,26,15,49,52,47,26,19,31,10
gene-SEH1L,529,823,1046,694,617,1006,1371,2562,749,1018,1126,718
gene-SCFD2,324,467,442,455,405,344,570,1019,170,529,361,406
gene-SCFD1,1001,1753,1254,1332,1166,1303,1589,3238,882,1624,904,1211
gene-DCT,0,0,0,0,0,0,0,0,0,0,0,0
gene-SPATA4,8,37,6,16,0,45,0,20,168,10,33,4
gene-PATJ,476,687,912,314,815,1097,1005,1103,364,936,509,676
gene-LOC121932623,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917307,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121932624,0,33,6,0,0,0,0,68,0,0,0,10
gene-VTI1B,641,669,755,441,648,698,1347,987,385,532,517,679
gene-LOC121918842,3,6,0,13,10,0,23,14,0,9,3,12
gene-LOC121918841,0,4,0,0,0,0,0,8,0,0,0,0
gene-LOC121918840,34,0,27,0,10,0,59,0,22,26,0,0
gene-ZNF507,423,382,412,719,677,581,1191,1180,639,855,216,507
gene-ZNF503,34,32,19,27,11,24,20,118,0,32,70,56
gene-LOC121917302,41,33,21,116,36,69,24,252,67,39,51,43
gene-LOC121935071,3,0,8,0,0,0,0,0,0,0,0,0
gene-CBLC,24,58,96,3,33,38,17,105,19,20,45,16
gene-LOC121917806,0,0,0,0,0,0,0,0,0,0,0,0
gene-WIZ,1285,1701,1839,2403,1839,1856,2253,4424,2404,2015,1480,1961
gene-LOC121917807,25,0,5,0,8,34,10,32,0,21,8,11
gene-LOC121917805,225,139,707,63,209,149,174,412,152,76,85,71
gene-HMX1,0,0,0,0,0,0,0,0,0,0,0,0
gene-HMX2,0,0,0,0,0,0,0,0,0,0,0,0
gene-HMX3,0,0,0,0,0,0,0,0,0,0,0,0
gene-GTDC1,28,132,126,87,67,150,108,229,49,119,66,99
gene-LOC121917809,0,0,0,0,0,0,0,0,6,0,0,0
gene-GREM1,0,0,0,0,0,0,0,0,0,0,0,0
gene-GREM2,0,0,0,0,0,0,0,0,0,0,0,0
gene-PKNOX1,334,413,574,471,680,528,449,1220,538,836,1000,740
gene-LOC121932911,13,0,0,0,0,0,0,0,10,11,0,0
gene-PKNOX2,26,55,82,38,90,81,28,226,7,74,132,80
gene-RBBP8NL,0,0,0,0,0,0,0,0,3,0,0,0
gene-LOC121934302,319,170,135,154,98,65,78,194,54,174,149,58
gene-LOC121934300,1737,960,1107,714,899,860,1297,2428,2099,1280,1646,1061
gene-LOC121934304,543,2736,549,1196,755,659,634,3266,1123,434,1348,894
gene-LOC121934305,0,0,0,0,0,0,0,0,0,0,0,0
gene-DGAT2,634,1711,1911,15172,2092,4210,406,11057,183,2294,1571,2410
gene-DGAT1,566,674,579,1324,567,872,1185,2995,854,835,504,572
gene-SAAL1,241,378,384,617,391,502,612,1180,492,422,280,302
gene-TLK1,1262,2106,1162,3699,1684,1447,3278,4745,1339,1944,1715,1202
gene-TLK2,277,532,1323,1874,1228,1398,678,1511,462,1267,939,1559
gene-GARRE1,263,610,431,750,621,1437,487,1023,379,724,1807,1726
gene-SSBP2,228,282,451,1138,416,624,352,983,348,511,290,399
gene-SSBP3,418,819,793,1239,925,1034,1465,1874,987,788,905,672
gene-SSBP1,106,316,188,93,109,257,239,202,260,189,263,117
gene-RNPC3,307,378,429,606,592,514,741,1178,295,552,478,473
gene-LOC121931279,71,60,67,168,147,97,116,77,258,113,111,56
gene-RPS20,29647,30950,17076,20384,20290,20144,37973,25462,57571,14005,29934,24073
gene-METTL13,546,772,1017,1140,835,987,1077,1969,857,903,828,841
gene-METTL15,612,296,333,233,647,511,753,632,659,556,640,469
gene-METTL14,185,199,206,306,167,229,281,333,269,332,221,167
gene-METTL17,186,253,660,418,508,652,582,1032,215,405,577,622
gene-METTL16,394,564,395,1397,497,569,771,1505,658,923,348,360
gene-METTL18,210,357,353,421,326,362,406,772,154,435,187,201
gene-LOC121930550,1307,1312,610,2067,1246,1623,1694,4788,944,1063,353,1625
gene-LOC121930556,600,457,361,352,350,534,609,814,351,583,359,256
gene-LOC121930554,0,0,0,9,15,0,0,0,0,16,11,12
gene-SGO2,1,0,2,0,0,0,33,0,0,1,0,0
gene-MEIG1,72,52,73,0,12,17,26,37,12,192,21,33
gene-SGO1,70,63,58,185,36,71,104,195,60,104,52,31
gene-LOC121937028,9,0,3,7,14,10,7,18,15,4,8,5
gene-LOC121937029,4,4,0,19,0,0,0,44,10,0,0,0
gene-LOC121937027,10,35,465,71,7,28,9,32,77,4,185,81
gene-HMGA1,1207,1260,904,638,1063,1270,1359,1485,1408,1169,849,617
gene-EFNA1,530,1236,1829,1501,1630,1685,808,2535,755,1390,3421,2101
gene-EFNA2,132,315,122,23,132,265,257,92,136,207,147,42
gene-HMGA2,73,148,42,451,235,182,103,214,372,105,271,84
gene-EFNA4,1575,1347,1207,2228,1854,890,2085,2458,2070,1188,2708,826
gene-ACBD5,508,478,1049,1395,625,1308,2429,1180,576,1447,610,650
gene-PGS1,453,560,563,816,507,557,673,1240,553,517,677,597
gene-PRICKLE4,118,146,721,473,637,820,499,498,293,712,466,732
gene-PRICKLE1,51,53,121,152,50,47,69,167,70,77,87,71
gene-PRICKLE3,445,340,469,222,378,473,376,1102,876,362,313,276
gene-PRICKLE2,12,22,29,3,22,8,0,8,23,7,39,13
gene-LRG1,11534,19821,14517,3351,10454,3625,15681,117726,8372,11460,9252,4329
gene-MILR1,46,78,339,88,26,23,43,188,71,25,54,46
gene-LOC121936043,45,30,12,17,61,18,106,82,171,13,14,16
gene-LOC121932543,75,247,77,151,68,73,144,464,82,66,143,96
gene-LOC121936047,61,110,81,65,49,125,165,165,297,78,67,52
gene-LOC121936044,33,53,30,25,25,41,17,50,4,7,8,22
gene-LOC121932548,0,0,17,0,0,0,12,48,0,3,4,0
gene-LOC121932549,0,0,9,0,6,0,9,0,20,0,0,0
gene-TCIRG1,239,410,633,218,177,272,352,949,342,421,281,262
gene-C6H2orf42,139,126,140,278,161,203,125,400,131,131,140,233
gene-ALPK2,8,17,0,0,22,0,37,150,54,67,0,17
gene-ALPK3,885,1066,3039,1926,1691,2119,1248,3252,633,2529,2503,2747
gene-TBL1XR1,658,1300,1187,1471,939,1509,1314,2262,729,1292,635,849
gene-ALPK1,196,146,155,84,81,78,374,411,225,144,114,51
gene-SLC43A1,190,451,399,339,286,759,369,1296,754,1251,629,632
gene-SLC43A2,154,139,197,345,151,100,309,226,186,154,538,208
gene-SLC43A3,2912,4977,2744,6768,2062,2656,4223,8930,2270,3275,3524,3445
gene-TSGA13,0,0,0,0,0,0,0,0,0,0,0,0
gene-TSGA10,0,0,9,4,4,13,8,0,8,0,0,0
gene-C3H2orf72,13709,5103,6498,1669,8854,5757,13586,5181,14243,5740,8489,5265
gene-SYNE1,188,138,237,278,215,104,97,506,392,79,247,144
gene-FAM241A,13,13,20,71,29,34,15,94,41,22,22,16
gene-FAM241B,577,1129,768,1498,880,854,1569,1846,656,773,773,646
gene-LOC121935533,0,0,121,4,4,10,0,3,8,5,3,0
gene-LOC121935531,4,8,38,29,19,6,23,54,11,0,46,33
gene-LOC121935535,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121935538,3253,3307,1682,2153,3721,3097,9788,1779,3274,5293,3372,783
gene-C5H12orf40,0,0,0,0,0,0,0,0,0,0,0,0
gene-WT1,125,54,18,64,0,6,0,113,0,20,81,22
gene-MYO7B,40,18,14,11,12,6,22,97,73,9,16,13
gene-LOC121926222,0,0,0,11,13,7,0,0,21,8,0,0
gene-HIRIP3,773,771,679,885,553,532,590,1304,1039,723,785,625
gene-LRRC34,10,0,7,15,14,7,13,3,0,10,0,21
gene-RD3L,0,0,0,0,0,0,0,0,0,0,0,0
gene-ST8SIA1,0,0,0,4,4,0,0,0,0,0,0,0
gene-ST8SIA3,171,27,86,0,144,8,128,40,100,67,34,22
gene-PLXNA4,23,66,15,36,44,28,11,124,12,25,58,33
gene-PLXNA2,0,0,19,47,9,32,0,37,12,20,5,18
gene-PLXNA3,73,47,83,96,32,29,28,113,71,22,120,62
gene-PLXNA1,409,552,1175,728,928,1945,662,1536,183,970,967,929
gene-LOC121918314,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121931096,58,66,162,329,356,285,80,375,46,320,117,102
gene-DTL,0,7,5,0,0,10,0,17,0,19,0,0
gene-TCAF2,0,0,0,0,0,0,0,0,0,0,0,0
gene-TMEM238L,0,13,11,0,4,11,13,40,37,8,67,51
gene-LOC121921869,183,128,508,178,421,366,165,331,118,515,159,129
gene-LOC121921868,46,142,187,396,180,272,280,406,86,366,128,195
gene-LOC121921861,127,109,502,177,375,518,197,501,134,439,327,174
gene-LOC121921863,25,40,11,24,27,23,23,50,25,37,46,43
gene-LOC121921862,108,291,884,240,928,824,340,933,404,949,1386,641
gene-LOC121921865,124,185,470,57,395,496,337,330,160,412,233,278
gene-LOC121921864,174,206,217,177,251,324,206,425,121,357,386,188
gene-LOC121921867,128,112,395,247,371,511,205,522,79,415,192,249
gene-LOC121921866,237,285,632,212,500,639,425,511,249,675,1290,753
gene-LOC121928383,5,10,2,12,8,4,8,13,5,4,0,8
gene-CEP152,27,23,58,57,46,53,16,53,24,44,59,86
gene-LOC121924989,0,0,0,10,0,3,21,0,48,6,0,2
gene-LOC121920409,0,0,0,0,1,0,0,0,0,0,0,0
gene-PXDN,977,907,661,1115,496,1067,1401,2542,311,730,268,499
gene-LOC121920400,88,266,207,206,235,188,355,301,53,241,109,164
gene-LOC121920402,0,0,8,29,11,8,15,20,117,0,20,11
gene-LOC121920403,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924985,76,315,271,1293,311,946,139,838,88,569,292,557
gene-LOC121924984,0,0,0,0,5,0,0,0,0,0,0,0
gene-LOC121920406,0,0,0,4,0,0,0,22,0,0,0,0
gene-LOC121914979,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121914978,0,0,0,0,0,1,4,0,0,0,0,0
gene-LOC121928659,0,7,0,2,0,4,0,4,4,3,0,4
gene-LOC121928655,0,0,0,0,0,0,0,12,2,0,0,0
gene-LOC121928654,603,297,799,258,490,652,701,920,985,529,567,542
gene-LOC121914971,47,56,50,2,121,33,14,26,142,41,168,26
gene-LOC121914977,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121914976,0,0,0,0,0,1,0,0,0,0,0,0
gene-LOC121914975,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121928652,20,84,28,159,67,0,59,62,37,10,12,34
gene-LOC121930051,0,0,9,0,0,0,11,0,0,0,0,0
gene-LOC121930056,0,13,12,0,15,0,0,8,0,4,0,0
gene-LOC121930057,698,924,681,616,648,835,1530,1301,2358,677,1599,953
gene-LOC121930054,23,12,29,18,10,17,11,56,8,15,27,18
gene-LOC121930055,63,39,88,34,36,92,35,95,39,118,22,22
gene-LOC121930058,32,0,0,0,12,0,32,14,36,23,0,11
gene-LOC121930059,4494,5126,5362,2397,6881,5054,5063,2233,405,4700,3513,2870
gene-LOC121925580,111,339,538,374,179,309,195,1280,134,209,133,426
gene-LOC121925581,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121925584,0,11,17,41,6,0,7,63,23,47,0,37
gene-LOC121927989,6,11,65,16,56,64,16,26,0,51,3,57
gene-LOC121927980,60,84,56,62,43,82,611,35,43,76,56,45
gene-LOC121927981,922,1822,1191,577,1121,2228,4258,1183,4278,1172,1587,498
gene-LOC121927983,23,27,3,8,10,31,26,9,39,22,16,10
gene-LOC121927985,0,6,32,8,3,15,28,22,6,9,0,24
gene-LOC121927986,0,7,0,0,0,0,45,0,6,7,0,0
gene-PWP2,361,493,597,575,391,579,886,1176,631,610,493,413
gene-LOC121917408,0,0,0,14,0,9,4,13,0,0,0,0
gene-LOC121917409,208,204,312,235,345,722,213,460,88,455,551,163
gene-LOC121917402,0,2,0,0,0,3,1,0,0,0,0,0
gene-LOC121917403,5,4,8,1,30,26,4,5,0,20,6,18
gene-LOC121917400,0,0,0,0,0,0,0,0,0,0,0,0
gene-PWP1,772,1596,1114,1267,920,988,1080,3262,1330,1261,1053,899
gene-LOC121917406,0,4,0,0,0,2,5,4,0,0,0,3
gene-LOC121917407,8,4,0,0,12,0,26,50,4,2,0,11
gene-MLC1,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121917405,186,523,451,682,509,498,443,3548,182,824,297,809
gene-LOC121925630,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121925633,1235,2410,1904,3518,2046,2311,4305,4343,1199,2278,2215,1799
gene-LOC121925634,738,1367,967,2628,754,1114,1817,3454,690,1118,1252,1082
gene-LOC121925635,0,0,4,0,0,0,0,0,0,0,0,0
gene-LOC121925636,0,0,14,0,0,0,0,0,0,0,0,0
gene-LOC121927678,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121927677,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121927672,714,1010,927,1347,751,751,1138,1737,745,601,617,631
gene-LOC121915319,385,444,327,257,476,336,569,713,649,380,531,337
gene-POLRMT,371,502,585,269,581,745,862,1010,361,752,582,604
gene-LOC121922006,134,159,113,95,175,273,189,226,90,238,90,75
gene-LOC121922004,8,21,56,0,27,49,8,12,54,44,26,22
gene-LOC121922005,535,440,291,216,503,439,746,1004,950,475,437,237
gene-LOC121922002,21,21,35,35,36,34,21,70,6,51,6,11
gene-LOC121922003,198,22,294,79,40,183,52,110,75,20,930,18
gene-LOC121922000,4,19,0,18,0,18,6,7,0,7,0,12
gene-LOC121922001,62,336,278,281,184,151,222,400,113,176,457,188
gene-LOC121922008,0,38,12,0,0,0,25,22,0,0,12,0
gene-LOC121922009,0,0,0,0,0,0,0,0,0,0,0,0
gene-ELMO3,878,1532,1258,2381,1305,1618,2786,3099,1171,1359,964,1296
gene-ELMO2,1279,878,597,688,756,749,1434,1596,2651,846,820,696
gene-ELMO1,197,236,327,180,388,172,399,822,241,231,504,332
gene-C2H5orf63,148,194,129,72,177,112,227,286,107,191,213,154
gene-AMMECR1L,567,1106,1351,1208,856,1443,1530,2387,801,1236,1414,1287
gene-ZNF740,907,1228,977,2298,1008,1113,1528,3282,2043,1126,765,1038
gene-CNIH2,0,4,0,0,0,0,2,3,0,4,0,0
gene-CNIH3,0,0,0,0,0,0,0,0,0,0,3,0
gene-HHEX,58,185,319,422,349,652,284,469,188,375,905,423
gene-CNIH1,2041,2116,2203,3682,2043,2409,4389,6264,2479,2443,2829,2204
gene-CILK1,92,99,62,161,58,64,130,342,128,49,116,58
gene-LOC121918538,0,0,0,0,0,0,0,0,0,0,10,0
gene-LOC121918537,0,0,0,0,69,0,8,0,13,82,106,33
gene-LOC121918536,26,263,425,532,210,503,413,585,60,448,71,189
gene-LOC121918535,2,0,3,0,2,3,4,0,0,0,4,5
gene-LOC121918534,1218,1470,952,1121,1087,1053,1660,2347,1241,795,1434,1118
gene-LOC121918533,0,0,4,0,2,0,0,2,0,0,0,0
gene-LOC121918532,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918531,6,24,6,12,17,3,3,10,3,9,3,4
gene-ENAM,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121915984,150,57,57,0,29,28,0,170,14,117,8,26
gene-NAP1L1,1548,2304,1945,3031,1072,1641,2500,3423,1814,1712,1533,1953
gene-CD74,4647,4594,17229,5239,2985,705,2140,8452,6154,3166,7975,2650
gene-LOC121923359,0,0,0,0,7,0,0,0,0,0,0,0
gene-LOC121916462,14,0,6,14,0,0,15,68,34,0,80,24
gene-C1R,9428,38494,7322,4337,7053,7947,12304,40567,39479,5784,16295,5277
gene-C1S,4922,24068,15477,17023,10212,7590,13137,53687,3372,8607,4504,6639
gene-GMEB1,257,378,401,219,392,445,600,1059,526,392,474,439
gene-GMEB2,572,316,1194,363,519,665,436,705,771,464,646,509
gene-LOC121915981,0,0,4,0,0,0,0,0,0,0,0,0
gene-LOC121923353,325,196,567,160,123,434,576,267,113,463,124,110
gene-LOC121923355,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121923357,0,0,0,0,0,0,0,0,3,0,0,0
gene-LOC121936681,15,10,27,37,51,36,38,32,15,18,22,30
gene-C1D,521,544,654,735,856,676,1642,1986,989,704,613,735
gene-LOC121936680,32,54,21,39,32,34,40,75,22,42,23,13
gene-LOC121914199,1148,712,377,359,345,529,1313,1066,1610,437,522,218
gene-RRM2B,709,814,602,706,906,535,1760,988,1383,832,1078,494
gene-FAM83G,101,157,921,346,487,1055,154,543,27,659,1426,492
gene-LOC121914191,0,10,0,1,0,0,0,0,0,0,0,0
gene-LOC121922911,19,6,0,3,20,0,20,8,34,0,0,0
gene-LOC121922912,20,93,64,73,19,36,41,97,50,63,42,27
gene-LOC121922913,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121922915,88,143,382,179,146,243,439,408,178,136,122,158
gene-LOC121922916,209,13,186,85,82,4,72,274,244,62,57,78
gene-LOC121922917,0,0,0,0,0,0,0,0,0,8,0,0
gene-OSBP2,385,506,460,602,494,497,637,599,486,435,605,459
gene-GUCY1A2,0,0,25,0,26,41,0,12,4,13,14,17
gene-EFCC1,7,11,11,21,0,50,22,26,27,6,0,14
gene-GUCY1A1,319,313,619,750,459,664,361,720,435,631,496,343
gene-LOC121924518,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924519,0,0,0,0,0,0,0,0,0,2,0,0
gene-LOC121924516,0,0,0,0,0,0,0,0,0,1,0,0
gene-LOC121924517,0,0,0,0,0,3,0,0,0,0,0,0
gene-LOC121924514,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924515,0,0,0,0,2,0,0,0,0,0,2,0
gene-LOC121924512,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924513,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924510,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924511,1,0,0,0,2,4,0,0,0,5,0,0
gene-XDH,36,38,7,1804,9,20,48,1899,0,10,21,7
gene-CSDC2,0,4,0,0,0,0,0,4,0,0,0,0
gene-LOC121918795,26,40,49,18,47,19,13,59,40,67,18,11
gene-SPATA18,8,23,13,0,10,0,8,0,5,0,0,18
gene-GNG12,1552,3001,2377,6154,2077,2845,5845,9130,1383,2932,1433,2287
gene-GNG10,852,4423,2594,5334,3167,3520,6121,3980,1335,3436,2047,2083
gene-SPATA13,556,973,1624,2433,2263,2463,1503,2260,1043,1903,2107,2067
gene-SPATA17,33,11,0,0,4,11,15,34,39,0,11,13
gene-LOC121920871,0,0,0,0,0,0,0,1,0,0,0,0
gene-LOC121920873,0,0,15,80,0,0,0,0,0,0,0,40
gene-LOC121920872,0,0,41,126,0,0,0,0,0,0,0,44
gene-C2H17orf58,5,5,0,4,0,0,4,12,4,0,0,0
gene-LOC121920876,669,409,705,712,438,655,1167,1835,299,909,291,308
gene-LOC121920879,45,18,10,7,53,39,24,27,51,27,64,43
gene-LOC121920878,59,10,0,0,0,0,4,41,12,6,30,12
gene-CDKN1C,1313,3088,3417,5038,3500,3398,2675,4434,1583,2817,7781,6325
gene-CDKN1A,389,2810,4387,3981,2902,4981,2427,6120,2151,4897,10401,11466
gene-RAVER1,386,380,698,809,518,678,881,1375,474,976,652,722
gene-RAVER2,2189,1769,1790,1817,1573,1819,2059,5432,3807,1779,1791,2135
gene-WDR49,0,8,7,0,0,0,0,4,25,0,0,0
gene-WDR48,617,763,1199,1246,800,931,1191,1545,575,1024,1007,859
gene-WDR47,79,71,113,143,51,94,85,234,76,135,61,67
gene-WDR46,592,402,570,965,387,813,731,716,1017,577,603,315
gene-WDR45,629,842,540,1148,629,597,1020,2075,953,730,1231,759
gene-WDR44,691,707,790,1325,764,965,1157,1685,827,731,679,686
gene-WDR43,956,1349,1739,2578,1082,1662,3243,3430,1506,1808,1473,1648
gene-MIGA2,213,297,535,319,609,414,765,580,252,904,388,261
gene-WDR41,223,429,245,480,316,375,860,1284,656,541,325,432
gene-TIMM23B,3543,4298,6027,6944,6865,5379,8288,12072,7261,4704,13635,7087
gene-C8H16orf46,1464,166,321,292,627,248,1557,809,150,373,166,57
gene-NATD1,312,464,869,330,539,561,669,825,245,489,603,589
gene-FGF8,0,0,0,0,0,0,0,0,0,0,0,0
gene-DPM2,908,653,1319,628,841,914,1671,1268,1032,950,802,1491
gene-DPM3,218,234,111,42,156,28,168,349,197,192,90,58
gene-DPM1,840,1016,589,1046,615,905,1497,2124,1707,667,853,696
gene-SOX21,0,0,0,0,0,4,0,0,0,0,0,0
gene-RAD51AP2,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZP2,0,0,0,0,0,0,0,0,3,0,0,15
gene-APBA2,0,0,0,4,0,0,0,0,0,0,10,6
gene-APBA1,162,227,264,759,343,444,255,741,242,392,198,261
gene-LOC121933035,0,0,4,0,0,4,0,12,0,0,4,8
gene-LOC121933034,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933037,0,17,15,39,0,4,12,33,6,7,0,15
gene-LOC121933036,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933031,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933030,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933033,17,0,0,0,0,0,3,8,4,0,0,0
gene-MPV17L2,78,188,229,247,165,256,199,322,185,198,160,126
gene-LOC121919615,0,0,0,0,0,0,4,0,0,0,0,4
gene-LOC121919614,132,359,169,565,531,729,735,849,42,234,216,333
gene-LOC121919617,0,0,0,0,0,0,0,0,0,0,0,0
gene-PRCC,2865,3688,2963,3446,2970,4066,5016,6637,3498,3076,3139,3106
gene-LOC121919613,28,34,25,44,38,50,41,45,33,49,193,18
